loan_id,contract_id,loan_amount,outstanding_balance,interest_rate,term_months,remaining_months,next_payment_date,next_payment_amount,delinquency_status,collateral_value,loan_to_value_ratio
830,2595,155725,90040.7,11.67,254,50,2025-11-26,1514.43,DELINQUENT_60,223855.39,0.83
831,2596,157421,29825.87,14.22,326,17,2025-11-21,1865.44,DELINQUENT_30,174331.71,0.68
832,2598,189318,25347.01,7.86,149,35,2025-11-09,1240.03,DELINQUENT_90+,269124.38,0.61
833,2599,130558,13958.83,10.56,345,50,2025-11-03,1148.91,DELINQUENT_60,172539.75,0.6
834,2603,177320,79121.48,10.57,147,28,2025-11-20,1561.89,CURRENT,238148.6,0.83
835,2607,154757,40348.04,12.37,275,34,2025-11-23,1595.29,DELINQUENT_30,230444.06,0.77
836,2608,164365,23622.93,14.62,354,58,2025-11-16,2002.51,CURRENT,234457.81,0.76
837,2609,90468,45535.55,14.8,91,22,2025-11-06,1115.77,DELINQUENT_30,128495.47,0.77
838,2610,75520,45864.89,10.1,122,12,2025-11-05,635.63,CURRENT,101171.27,0.71
839,2612,155492,136730.26,14.65,305,49,2025-11-11,1898.3,DELINQUENT_90+,232592.68,0.69
840,2613,76911,46275.88,9.32,337,38,2025-11-03,597.34,DELINQUENT_30,90560.77,0.62
841,2614,7550,3814.74,6.68,160,14,2025-11-15,42.03,CURRENT,11229.75,0.75
842,2617,62096,24335.81,5.02,92,51,2025-11-03,259.77,DELINQUENT_30,85146.82,0.72
843,2624,153823,46936.38,12.53,261,12,2025-11-19,1606.17,CURRENT,209787.07,0.77
844,2628,147023,15673.11,12.95,318,29,2025-11-27,1586.62,DELINQUENT_30,178986.45,0.83
845,2629,147429,121499.69,14.89,39,1,2025-11-22,1829.35,DELINQUENT_30,211467.03,0.66
846,2632,159530,117502.44,10.15,290,7,2025-11-20,1349.36,DELINQUENT_30,225188.59,0.82
847,2636,178579,34462.84,11.04,128,12,2025-11-23,1642.93,DELINQUENT_30,208765.86,0.84
848,2644,118231,95332.83,9.42,21,13,2025-11-06,928.11,DELINQUENT_30,166428.6,0.69
849,2647,146315,101538.52,14.1,72,52,2025-11-07,1719.2,DELINQUENT_30,182203.98,0.86
850,2649,80755,64743.75,14.68,144,19,2025-11-18,987.9,DELINQUENT_60,105543.14,0.73
851,2650,41893,27678.15,5.34,359,16,2025-11-12,186.42,DELINQUENT_60,47527.77,0.8
852,2651,23357,9368.45,9.97,109,57,2025-11-19,194.06,DELINQUENT_90+,27199.58,0.89
853,2654,95293,38704.47,14.96,125,57,2025-12-01,1187.99,DELINQUENT_30,107637.65,0.64
854,2656,151804,134011.69,14.5,82,16,2025-11-03,1834.3,DELINQUENT_90+,198539.37,0.6
855,2658,169716,73927.38,6.77,313,33,2025-11-18,957.48,DELINQUENT_90+,204885.08,0.72
856,2660,13311,3140.57,5.61,299,9,2025-11-06,62.23,CURRENT,18699.75,0.83
857,2661,19517,5491.29,7.65,160,51,2025-11-03,124.42,DELINQUENT_30,25985.58,0.87
858,2664,194636,162904.3,13.79,132,58,2025-11-10,2236.69,DELINQUENT_60,238214.5,0.72
859,2666,96972,65945.56,5.9,44,15,2025-11-20,476.78,DELINQUENT_30,132562.16,0.8
860,2669,90223,52983.66,7.24,234,8,2025-11-10,544.35,DELINQUENT_30,114891.01,0.62
861,2683,39084,18955.86,7.76,102,46,2025-11-15,252.74,DELINQUENT_90+,47018.35,0.9
862,2684,120849,48955.66,13.84,344,33,2025-12-01,1393.79,DELINQUENT_60,165382.49,0.87
863,2685,120867,56175.77,10.11,155,49,2025-11-04,1018.3,CURRENT,143346.2,0.84
864,2686,168458,128525.73,7.93,143,20,2025-11-09,1113.23,DELINQUENT_90+,245979.05,0.79
865,2689,33535,3378.65,13.06,115,59,2025-11-11,364.97,DELINQUENT_60,42286.88,0.8
866,2697,109770,32055.42,11.6,152,50,2025-11-30,1061.11,DELINQUENT_60,125233.32,0.69
867,2698,79201,61802.98,11.43,92,46,2025-11-04,754.39,DELINQUENT_60,106185.14,0.69
868,2700,56266,35419.85,10.47,148,14,2025-11-30,490.92,CURRENT,65110.07,0.77
869,2702,117468,53048.28,7.34,259,34,2025-11-19,718.51,DELINQUENT_90+,174968.21,0.7
870,2703,182515,20263.95,10.87,28,56,2025-12-02,1653.28,DELINQUENT_60,242912.4,0.69
871,2707,9793,1811.72,8.47,17,8,2025-11-14,69.12,CURRENT,13944.97,0.77
872,2714,196360,81230.02,11.42,99,35,2025-11-15,1868.69,DELINQUENT_30,284543.3,0.67
873,2717,160248,43347.15,11.23,338,56,2025-11-06,1499.65,DELINQUENT_60,230276.7,0.7
874,2719,60012,16527.49,7.98,147,59,2025-11-11,399.08,DELINQUENT_90+,76812.42,0.86
875,2725,192508,135156.2,11.17,125,18,2025-11-24,1791.93,DELINQUENT_90+,288758.14,0.63
876,2728,7470,4089.51,11.29,218,28,2025-11-05,70.28,DELINQUENT_60,10614.59,0.81
877,2729,119700,42783.09,8.41,36,56,2025-11-18,838.9,DELINQUENT_30,156686.34,0.84
878,2731,48638,17913.68,10.58,92,7,2025-11-22,428.83,CURRENT,56467.14,0.75
879,2733,127678,70124.91,10.99,184,39,2025-11-14,1169.32,DELINQUENT_60,163188.39,0.74
880,2735,116870,26144.83,5.27,230,42,2025-11-12,513.25,DELINQUENT_30,145740.65,0.84
881,2737,58163,27925.98,11.77,186,60,2025-11-20,570.48,CURRENT,66436.48,0.86
882,2742,194476,158813.36,12.16,298,39,2025-11-24,1970.69,DELINQUENT_60,264360.48,0.9
883,2747,158375,112013.83,5.38,22,25,2025-11-25,710.05,DELINQUENT_60,180581.29,0.85
884,2748,180345,26022.34,12.63,243,50,2025-11-25,1898.13,CURRENT,206345.48,0.66
885,2752,156536,129363.94,13.5,245,55,2025-11-14,1761.03,DELINQUENT_30,200023.57,0.73
886,2757,56806,7004.41,8.64,235,29,2025-11-25,409.0,DELINQUENT_30,84126.04,0.69
887,2761,22290,9842.85,7.2,206,2,2025-11-08,133.74,CURRENT,27656.77,0.89
888,2764,31459,24221.49,8.68,322,6,2025-11-13,227.55,DELINQUENT_30,41491.16,0.61
889,2767,180045,159407.68,13.68,21,11,2025-11-28,2052.51,DELINQUENT_30,224008.9,0.69
890,2770,77387,39868.13,14.12,141,29,2025-11-05,910.59,DELINQUENT_60,108021.36,0.84
891,2780,64528,50970.69,12.34,340,33,2025-11-18,663.56,DELINQUENT_60,96707.55,0.82
892,2782,198500,144017.57,13.43,239,49,2025-11-05,2221.55,CURRENT,241515.06,0.75
893,2783,78448,66169.42,9.23,281,51,2025-12-01,603.4,DELINQUENT_30,89052.24,0.61
894,2789,194441,99187.63,5.61,349,27,2025-11-24,909.01,DELINQUENT_90+,232165.27,0.63
895,2790,88374,66564.65,8.07,307,38,2025-11-11,594.32,DELINQUENT_60,121139.38,0.77
896,2791,9180,4728.46,12.76,76,12,2025-11-22,97.61,DELINQUENT_90+,11768.89,0.84
897,2794,47466,8637.68,10.63,289,49,2025-11-26,420.47,CURRENT,54111.84,0.88
898,2795,108396,63944.28,11.85,154,37,2025-11-09,1070.41,DELINQUENT_90+,159867.36,0.88
899,2803,37867,28690.67,7.18,198,19,2025-11-06,226.57,DELINQUENT_90+,43376.5,0.7
900,2806,142184,77703.19,14.94,14,38,2025-11-20,1770.19,DELINQUENT_60,168128.35,0.7
901,2807,20082,6569.27,11.94,56,37,2025-11-16,199.82,DELINQUENT_30,22777.97,0.85
902,2808,66686,38121.3,7.6,320,53,2025-11-26,422.34,DELINQUENT_60,85587.47,0.8
903,2809,11658,6048.29,11.87,219,32,2025-11-03,115.32,DELINQUENT_90+,15345.21,0.89
904,2810,57432,19921.01,10.78,50,15,2025-11-08,515.93,DELINQUENT_30,76148.96,0.71
905,2816,25178,4170.04,10.87,86,56,2025-11-10,228.07,CURRENT,33073.21,0.79
906,2817,143141,90683.68,7.6,300,18,2025-11-28,906.56,DELINQUENT_90+,190586.91,0.66
907,2822,102253,33852.02,11.51,238,44,2025-11-28,980.78,DELINQUENT_60,148418.7,0.86
908,2825,166687,75790.77,13.83,112,18,2025-11-15,1921.07,CURRENT,226459.67,0.67
909,2830,12756,3298.14,13.98,198,13,2025-11-28,148.61,DELINQUENT_30,16488.24,0.75
910,2834,123116,66635.88,9.65,82,24,2025-11-08,990.06,DELINQUENT_60,178841.94,0.86
911,2837,81337,41844.78,10.83,148,12,2025-11-08,734.07,DELINQUENT_60,91063.27,0.63
912,2840,120492,61525.46,6.6,68,26,2025-11-28,662.71,DELINQUENT_90+,179432.94,0.89
913,2845,195979,147357.43,11.13,283,19,2025-11-06,1817.71,CURRENT,245956.18,0.65
914,2846,188207,34572.65,11.04,243,35,2025-11-04,1731.5,DELINQUENT_30,263861.21,0.69
915,2847,126115,32046.75,12.01,30,53,2025-11-04,1262.2,DELINQUENT_30,153063.27,0.75
916,2848,146798,111045.5,13.61,192,24,2025-11-10,1664.93,DELINQUENT_90+,165691.16,0.61
917,2852,108581,55415.77,11.46,194,5,2025-11-11,1036.95,DELINQUENT_60,155065.8,0.72
918,2854,58846,6278.01,10.88,337,34,2025-11-07,533.54,DELINQUENT_90+,84016.35,0.86
919,2862,167449,69802.25,5.33,123,39,2025-11-06,743.75,CURRENT,246576.57,0.78
920,2865,59077,22486.02,6.73,77,19,2025-11-08,331.32,DELINQUENT_90+,65089.88,0.9
921,2867,175911,87367.0,13.05,126,33,2025-11-08,1913.03,DELINQUENT_30,218828.58,0.88
922,2869,79364,10474.35,8.29,224,37,2025-11-25,548.27,DELINQUENT_30,90026.61,0.78
923,2872,47520,25259.29,7.95,189,28,2025-11-05,314.82,CURRENT,69192.38,0.76
924,2874,145877,82350.09,5.27,166,44,2025-11-23,640.64,DELINQUENT_30,178016.7,0.83
925,2875,38115,6359.8,13.32,301,24,2025-11-17,423.08,DELINQUENT_30,47796.71,0.88
926,2876,75837,43631.41,5.9,341,48,2025-11-05,372.87,DELINQUENT_60,96890.59,0.84
927,2882,8902,6025.83,8.84,358,18,2025-11-24,65.58,DELINQUENT_90+,10509.15,0.82
928,2886,189284,84035.88,7.29,158,37,2025-11-25,1149.9,CURRENT,219023.82,0.73
929,2889,138351,14090.85,11.3,274,22,2025-11-26,1302.81,DELINQUENT_30,207477.37,0.67
930,2892,122589,93652.59,13.09,212,3,2025-11-27,1337.24,CURRENT,174726.55,0.75
931,2893,6182,1107.59,10.71,295,26,2025-11-11,55.17,DELINQUENT_30,7682.39,0.73
932,2898,88308,27934.26,5.94,320,55,2025-11-18,437.12,CURRENT,131098.79,0.69
933,2904,29490,12575.66,10.02,130,5,2025-11-14,246.24,DELINQUENT_60,38015.74,0.9
934,2906,146479,88955.34,12.91,129,23,2025-12-01,1575.87,DELINQUENT_30,184941.87,0.78
935,2907,6946,2413.33,8.03,230,51,2025-11-22,46.48,DELINQUENT_90+,8980.11,0.75
936,2908,15865,10181.37,9.31,60,52,2025-11-19,123.09,DELINQUENT_60,22464.48,0.83
937,2909,56976,14240.55,14.62,210,26,2025-11-18,694.16,DELINQUENT_90+,65549.17,0.88
938,2910,49605,12467.68,10.89,81,52,2025-11-20,450.17,CURRENT,67814.7,0.62
939,2911,29975,21218.26,8.58,342,33,2025-11-19,214.32,DELINQUENT_30,34250.15,0.81
940,2913,77073,17919.91,5.57,20,52,2025-11-23,357.75,DELINQUENT_30,96082.6,0.6
941,2915,143226,118610.93,10.3,247,26,2025-11-27,1229.36,CURRENT,194147.43,0.71
942,2918,138146,26088.6,7.66,315,9,2025-11-25,881.83,DELINQUENT_90+,205463.9,0.9
943,2919,177611,68469.77,10.85,103,40,2025-11-08,1605.9,CURRENT,195570.1,0.75
944,2927,8332,2141.4,5.91,158,27,2025-11-23,41.04,DELINQUENT_60,10632.51,0.67
945,2933,94834,16166.19,13.28,84,58,2025-11-13,1049.5,DELINQUENT_60,106336.36,0.88
946,2935,130098,60028.34,13.36,111,56,2025-11-23,1448.42,DELINQUENT_30,154329.89,0.63
947,2936,193003,59372.32,7.32,65,11,2025-11-23,1177.32,DELINQUENT_90+,253813.31,0.84
948,2938,102186,51744.47,12.63,185,24,2025-11-27,1075.51,DELINQUENT_60,141597.35,0.69
949,2939,47027,34438.08,7.98,182,54,2025-11-10,312.73,DELINQUENT_30,56267.44,0.67
950,2940,27765,21490.39,14.5,295,58,2025-11-20,335.49,DELINQUENT_90+,33490.11,0.87
951,2942,143641,95321.76,6.44,284,19,2025-11-28,770.87,DELINQUENT_30,178350.86,0.67
952,2946,78762,22401.62,7.18,39,10,2025-11-25,471.26,DELINQUENT_90+,110954.43,0.8
953,2948,50472,7786.25,7.0,217,38,2025-11-07,294.42,DELINQUENT_90+,66341.26,0.88
954,2951,112575,88200.31,6.15,195,24,2025-11-08,576.95,CURRENT,147546.8,0.75
955,2952,191791,32843.47,5.93,153,10,2025-12-01,947.77,DELINQUENT_90+,270846.98,0.84
956,2953,40970,19708.2,14.39,182,40,2025-11-15,491.3,DELINQUENT_60,54873.4,0.88
957,2955,56544,33392.6,9.6,356,56,2025-11-25,452.35,CURRENT,65105.1,0.8
958,2956,177619,74264.47,13.95,170,51,2025-11-26,2064.82,CURRENT,249400.45,0.89
959,2961,94176,50502.96,6.0,234,46,2025-12-01,470.88,DELINQUENT_30,130224.98,0.75
960,2963,166348,81561.55,10.65,144,55,2025-11-19,1476.34,CURRENT,206758.08,0.85
961,2969,71985,27774.21,9.49,219,55,2025-11-04,569.28,CURRENT,87912.31,0.69
962,2981,84881,67874.8,9.89,126,27,2025-11-11,699.56,DELINQUENT_90+,119871.8,0.71
963,2982,29605,19743.22,7.94,21,46,2025-11-26,195.89,DELINQUENT_90+,39303.15,0.73
964,2986,72215,8370.17,13.96,139,49,2025-11-05,840.1,CURRENT,81965.9,0.7
965,2992,33834,21236.94,5.11,189,13,2025-11-13,144.08,DELINQUENT_60,45264.94,0.76
966,2994,81036,30308.8,14.76,197,26,2025-11-08,996.74,DELINQUENT_90+,99465.45,0.61
967,3001,40557,11783.93,6.83,29,9,2025-12-02,230.84,CURRENT,54799.85,0.79
968,3002,112560,96655.41,13.88,28,44,2025-11-27,1301.94,DELINQUENT_30,147482.34,0.66
969,3003,173394,142693.19,7.81,358,36,2025-11-13,1128.51,DELINQUENT_90+,195358.89,0.61
970,3006,136696,24363.33,12.6,129,56,2025-11-19,1435.31,DELINQUENT_60,168738.89,0.78
971,3012,171933,97743.99,8.03,32,32,2025-11-08,1150.52,DELINQUENT_90+,251563.15,0.63
972,3013,35919,11769.69,11.94,69,56,2025-12-02,357.39,CURRENT,43383.29,0.74
973,3015,188542,64633.54,12.65,178,56,2025-11-07,1987.55,DELINQUENT_30,275353.47,0.72
974,3016,194605,137763.56,9.43,330,37,2025-11-27,1529.27,CURRENT,266943.47,0.77
975,3017,58984,23443.86,6.87,132,30,2025-12-02,337.68,DELINQUENT_60,66481.98,0.65
976,3019,182252,150549.72,13.96,187,34,2025-11-25,2120.2,DELINQUENT_60,251062.01,0.77
977,3024,89635,20556.51,14.66,309,20,2025-12-01,1095.04,CURRENT,129368.53,0.82
978,3025,66179,14094.14,9.64,214,46,2025-11-18,531.64,DELINQUENT_30,82985.66,0.78
979,3026,6592,815.92,10.34,151,53,2025-11-22,56.8,CURRENT,8885.63,0.64
980,3027,73790,23507.04,6.72,347,16,2025-11-24,413.22,DELINQUENT_90+,93805.42,0.64
981,3028,12918,3641.69,7.06,212,16,2025-11-28,76.0,DELINQUENT_30,16808.21,0.64
982,3032,12021,10559.13,14.94,72,36,2025-11-19,149.66,CURRENT,17962.35,0.86
983,3035,65817,57415.94,10.61,284,19,2025-11-14,581.93,DELINQUENT_90+,96736.79,0.68
984,3036,69319,53331.14,13.12,358,6,2025-11-13,757.89,DELINQUENT_60,100894.33,0.7
985,3037,186859,54237.34,11.78,210,53,2025-11-23,1834.33,DELINQUENT_30,271595.23,0.89
986,3038,194970,169206.86,10.39,113,27,2025-12-01,1688.12,DELINQUENT_60,261496.8,0.61
987,3039,136595,36221.27,13.6,223,11,2025-12-01,1548.08,DELINQUENT_90+,162392.08,0.63
988,3042,143334,20148.29,10.8,184,2,2025-11-27,1290.01,DELINQUENT_30,183926.63,0.86
989,3044,157284,82180.89,14.21,259,55,2025-11-08,1862.5,DELINQUENT_60,232071.17,0.74
990,3045,138956,101379.0,5.93,22,38,2025-11-10,686.67,DELINQUENT_30,181409.93,0.74
991,3050,172935,92984.69,13.98,14,34,2025-11-07,2014.69,CURRENT,232299.65,0.65
992,3051,46768,23723.55,9.02,177,29,2025-12-02,351.54,DELINQUENT_90+,61634.39,0.69
993,3055,53195,30926.44,11.42,56,25,2025-11-06,506.24,CURRENT,63604.91,0.67
994,3058,162244,54219.43,13.85,163,24,2025-11-13,1872.57,DELINQUENT_90+,205789.05,0.61
995,3060,39716,12797.66,5.16,298,37,2025-11-24,170.78,CURRENT,54735.69,0.85
996,3068,177425,159507.22,6.43,149,13,2025-11-03,950.7,DELINQUENT_60,247478.78,0.74
997,3076,185802,125133.99,8.08,239,9,2025-11-03,1251.07,DELINQUENT_90+,241388.79,0.78
998,3080,9264,5276.06,14.71,253,44,2025-11-09,113.56,CURRENT,11499.4,0.75
999,3083,70213,24587.27,10.18,339,4,2025-11-23,595.64,DELINQUENT_90+,79431.62,0.71
1000,3088,86372,77164.69,10.67,139,29,2025-11-25,767.99,DELINQUENT_60,129256.88,0.65
1001,3089,50660,35996.8,6.35,70,28,2025-11-28,268.08,DELINQUENT_60,56675.65,0.78
1002,3090,53757,7793.17,11.05,96,3,2025-11-16,495.01,DELINQUENT_30,61884.28,0.6
1003,3091,48459,21904.06,14.61,284,44,2025-11-28,589.99,DELINQUENT_30,66362.44,0.69
1004,3094,95374,22334.97,8.77,78,42,2025-11-15,697.02,DELINQUENT_90+,137783.86,0.81
1005,3095,198262,172649.19,11.03,282,56,2025-11-30,1822.36,DELINQUENT_90+,218314.77,0.81
1006,3103,38044,22946.53,9.02,122,43,2025-11-25,285.96,CURRENT,53784.64,0.81
1007,3106,166727,69676.31,12.24,126,28,2025-11-20,1700.62,DELINQUENT_60,234408.53,0.85
1008,3107,84943,16058.51,12.41,45,55,2025-11-07,878.45,CURRENT,93771.07,0.71
1009,3111,147492,40013.9,9.7,87,14,2025-11-14,1192.23,CURRENT,209531.18,0.79
1010,3112,165667,119107.8,10.4,356,53,2025-11-23,1435.78,DELINQUENT_60,248361.06,0.82
1011,3113,105596,47942.03,7.97,43,37,2025-11-30,701.33,CURRENT,154967.59,0.86
1012,3116,13121,8492.97,10.7,171,29,2025-11-28,117.0,DELINQUENT_60,17070.18,0.66
1013,3117,117225,43125.87,11.09,102,2,2025-11-22,1083.35,CURRENT,165094.64,0.69
1014,3123,112083,70244.37,9.09,37,49,2025-11-17,849.03,CURRENT,152829.03,0.78
1015,3127,72535,31368.52,6.21,268,47,2025-11-08,375.37,DELINQUENT_30,80133.67,0.8
1016,3138,122585,41359.26,7.87,182,22,2025-11-04,803.95,DELINQUENT_60,160792.91,0.74
1017,3140,145127,52857.16,9.16,165,36,2025-11-15,1107.8,DELINQUENT_60,205741.02,0.84
1018,3145,131699,63539.05,11.95,102,55,2025-11-16,1311.5,DELINQUENT_90+,180629.51,0.88
1019,3153,17292,1805.99,11.47,167,34,2025-12-02,165.28,CURRENT,19690.01,0.66
1020,3154,18258,10964.7,7.85,338,3,2025-11-23,119.44,DELINQUENT_90+,25918.01,0.73
1021,3155,8303,1347.03,12.17,104,38,2025-11-26,84.21,DELINQUENT_30,11976.34,0.8
1022,3158,26347,4444.16,13.04,150,3,2025-11-22,286.3,DELINQUENT_30,35896.03,0.8
1023,3163,121605,44217.3,10.34,237,11,2025-11-28,1047.83,DELINQUENT_30,164073.05,0.65
1024,3165,105174,34214.26,7.82,174,16,2025-11-08,685.38,DELINQUENT_60,155851.96,0.87
1025,3172,161390,118465.06,6.68,226,24,2025-11-14,898.4,DELINQUENT_30,235041.31,0.86
1026,3173,188315,122769.39,11.15,131,57,2025-11-19,1749.76,DELINQUENT_90+,217295.18,0.68
1027,3174,25672,6097.01,5.92,282,52,2025-11-28,126.65,DELINQUENT_30,34818.08,0.71
1028,3177,47731,22227.51,13.0,260,20,2025-11-28,517.09,DELINQUENT_30,62241.08,0.71
1029,3178,177527,138567.65,6.19,243,1,2025-11-20,915.74,DELINQUENT_90+,201961.27,0.65
1030,3184,182968,128940.85,13.92,277,13,2025-11-30,2122.43,CURRENT,239970.58,0.82
1031,3186,107341,54154.09,12.46,145,8,2025-11-04,1114.56,DELINQUENT_60,148873.4,0.79
1032,3194,61644,16658.23,14.07,358,59,2025-11-22,722.78,CURRENT,84364.58,0.74
1033,3201,158784,121716.3,5.44,134,16,2025-11-13,719.82,DELINQUENT_90+,223879.03,0.63
1034,3202,20388,2829.15,13.05,65,17,2025-11-28,221.72,DELINQUENT_60,29050.44,0.79
1035,3206,102262,54249.5,10.68,165,3,2025-11-14,910.13,CURRENT,127025.67,0.87
1036,3208,15920,9204.54,5.5,157,9,2025-12-02,72.97,DELINQUENT_30,18260.15,0.87
1037,3214,28740,14188.71,6.24,137,8,2025-11-09,149.45,DELINQUENT_60,36265.95,0.64
1038,3221,66534,7370.37,14.7,14,58,2025-11-05,815.04,DELINQUENT_30,80835.01,0.88
1039,3222,115100,60231.21,13.4,64,22,2025-11-12,1285.28,DELINQUENT_90+,135502.94,0.75
1040,3224,122678,46724.26,13.64,238,53,2025-11-27,1394.44,CURRENT,141621.55,0.82
1041,3228,57179,41023.76,11.81,288,47,2025-11-19,562.74,DELINQUENT_90+,83540.13,0.65
1042,3229,65397,50739.19,11.79,221,43,2025-11-14,642.53,DELINQUENT_90+,78638.64,0.7
1043,3234,90563,42427.38,8.08,322,38,2025-11-14,609.79,DELINQUENT_30,109003.2,0.71
1044,3236,100778,82523.46,7.14,33,60,2025-11-28,599.63,DELINQUENT_90+,144223.82,0.87
1045,3237,127562,94990.78,10.84,120,43,2025-11-23,1152.31,DELINQUENT_30,154110.37,0.72
1046,3238,125647,60485.5,6.23,222,20,2025-11-09,652.32,DELINQUENT_60,162813.0,0.69
1047,3241,61310,43115.27,9.3,287,37,2025-11-09,475.15,CURRENT,81528.11,0.7
1048,3245,127868,95804.58,5.49,56,54,2025-11-09,585.0,CURRENT,153337.06,0.77
1049,3249,53656,25601.13,6.64,103,12,2025-11-14,296.9,DELINQUENT_90+,60039.36,0.68
1050,3250,133154,31970.26,7.42,266,7,2025-11-26,823.34,DELINQUENT_30,198398.83,0.77
1051,3251,185932,66264.14,12.06,127,49,2025-11-05,1868.62,DELINQUENT_30,273533.09,0.64
1052,3255,103582,45214.09,11.17,316,21,2025-11-03,964.18,DELINQUENT_30,130799.19,0.8
1053,3256,48342,30325.6,9.39,127,45,2025-11-10,378.28,DELINQUENT_30,67477.32,0.78
1054,3257,190888,127150.89,6.59,88,1,2025-11-20,1048.29,DELINQUENT_30,257274.5,0.72
1055,3264,7383,4599.09,13.0,257,9,2025-11-29,79.98,DELINQUENT_30,9258.36,0.82
1056,3269,5990,2280.92,12.17,185,23,2025-11-11,60.75,DELINQUENT_60,7468.16,0.71
1057,3279,170196,135845.02,7.88,184,30,2025-11-05,1117.62,CURRENT,227818.66,0.6
1058,3283,101160,55339.08,10.06,120,46,2025-11-23,848.06,CURRENT,134439.44,0.74
1059,3284,115165,60709.69,6.38,164,13,2025-11-24,612.29,DELINQUENT_60,149430.44,0.76
1060,3286,190227,129309.91,9.05,275,3,2025-11-28,1434.63,DELINQUENT_90+,265145.64,0.72
1061,3288,196084,167107.35,5.71,32,8,2025-12-01,933.03,DELINQUENT_90+,218157.12,0.64
1062,3291,155553,61656.77,13.39,284,25,2025-11-20,1735.71,DELINQUENT_30,206159.64,0.76
1063,3292,25286,16448.57,7.58,19,21,2025-11-15,159.72,DELINQUENT_30,30596.7,0.79
1064,3295,114299,92158.52,12.75,236,40,2025-11-28,1214.43,CURRENT,158312.71,0.79
1065,3299,32349,10922.13,8.3,318,14,2025-11-22,223.75,DELINQUENT_60,40316.77,0.62
1066,3303,55622,27552.42,13.17,342,23,2025-11-28,610.45,CURRENT,61653.19,0.9
1067,3306,139582,114650.32,12.74,63,24,2025-11-08,1481.9,CURRENT,177333.92,0.77
1068,3307,58747,42673.92,9.5,32,23,2025-11-20,465.08,DELINQUENT_30,83403.11,0.69
1069,3308,91462,79667.08,11.57,228,53,2025-11-26,881.85,DELINQUENT_90+,135514.38,0.84
1070,3311,194618,164988.73,7.55,305,8,2025-11-13,1224.47,DELINQUENT_60,240906.37,0.88
1071,3313,11422,10201.61,12.53,224,13,2025-12-01,119.26,DELINQUENT_30,13906.1,0.76
1072,3318,147345,127493.86,5.59,313,26,2025-11-26,686.38,DELINQUENT_60,170868.75,0.69
1073,3319,26934,23054.5,8.84,40,33,2025-11-11,198.41,CURRENT,36141.77,0.84
1074,3327,141582,99516.24,12.87,210,39,2025-11-14,1518.47,DELINQUENT_60,166618.35,0.64
1075,3338,60616,9710.93,10.13,291,28,2025-11-30,511.7,DELINQUENT_90+,74889.34,0.72
1076,3341,164570,87747.84,12.77,236,31,2025-11-11,1751.3,DELINQUENT_90+,190963.3,0.84
1077,3346,75444,63510.76,6.1,313,29,2025-11-28,383.51,DELINQUENT_30,86493.48,0.61
1078,3353,169609,98324.69,12.61,31,59,2025-11-14,1782.31,DELINQUENT_90+,225566.77,0.66
1079,3354,177454,67893.76,14.83,88,2,2025-11-18,2193.04,DELINQUENT_60,258219.89,0.61
1080,3356,175570,109737.44,13.72,15,49,2025-11-17,2007.35,CURRENT,252944.55,0.83
1081,3360,55124,17656.88,13.44,29,53,2025-11-04,617.39,DELINQUENT_30,66438.92,0.71
1082,3361,64600,12155.22,5.96,218,60,2025-12-02,320.85,DELINQUENT_90+,86359.37,0.79
1083,3363,100046,28728.83,11.1,169,32,2025-11-09,925.43,DELINQUENT_30,119614.12,0.75
1084,3366,5968,2539.22,10.01,120,13,2025-11-10,49.78,DELINQUENT_60,7171.33,0.84
1085,3368,139821,27081.58,13.06,39,53,2025-11-13,1521.72,CURRENT,157920.62,0.78
1086,3372,168239,122786.68,12.57,51,4,2025-11-03,1762.3,CURRENT,243452.94,0.79
1087,3379,43451,12491.52,13.86,304,58,2025-11-05,501.86,CURRENT,54470.98,0.62
1088,3380,152620,89325.77,8.12,146,43,2025-11-25,1032.73,DELINQUENT_90+,168434.59,0.75
1089,3381,45045,36719.33,7.36,157,40,2025-12-01,276.28,DELINQUENT_60,62328.16,0.84
1090,3383,123046,79594.56,11.25,108,43,2025-11-19,1153.56,CURRENT,176023.52,0.88
1091,3385,190710,107890.08,13.13,27,53,2025-11-28,2086.69,DELINQUENT_90+,262666.59,0.81
1092,3386,76495,41092.43,13.73,347,18,2025-11-30,875.23,DELINQUENT_90+,86759.86,0.86
1093,3388,122080,43101.33,10.81,102,21,2025-12-02,1099.74,DELINQUENT_30,156022.4,0.79
1094,3389,169395,18575.39,12.91,243,4,2025-11-05,1822.41,DELINQUENT_60,244259.81,0.85
1095,3396,111164,44881.02,13.27,159,13,2025-11-29,1229.29,DELINQUENT_60,163518.55,0.75
1096,3398,58834,8712.43,10.25,192,52,2025-11-23,502.54,DELINQUENT_90+,72939.36,0.84
1097,3399,184633,153972.36,9.79,255,43,2025-11-22,1506.3,DELINQUENT_60,221243.62,0.64
1098,3405,175093,96429.83,13.28,78,30,2025-11-26,1937.7,DELINQUENT_30,212545.66,0.75
1099,3406,106718,73865.36,12.15,264,9,2025-11-23,1080.52,DELINQUENT_90+,149854.37,0.62
1100,3407,17340,2977.34,9.55,152,38,2025-11-18,138.0,CURRENT,23602.16,0.78
1101,3408,131103,106853.89,12.79,300,20,2025-11-20,1397.34,DELINQUENT_60,192713.61,0.6
