contract_id,client_id,product_id,contract_number,start_date,end_date,contract_amount,interest_rate,status,monthly_payment,created_date
4650,1926,3,CNT00004650,2022-08-26,2031-04-22,3578,1.23,ACTIVE,3.67,2022-08-26
4651,1801,2,CNT00004651,2025-08-30,2034-12-06,24594,5.59,ACTIVE,114.57,2025-08-30
4652,1487,7,CNT00004652,2023-01-28,2024-08-14,53049,4.97,CLOSED,219.71,2023-01-28
4653,2463,8,CNT00004653,2023-10-19,2027-07-16,52283,2.86,ACTIVE,124.61,2023-10-19
4654,1969,9,CNT00004654,2023-02-24,2026-03-26,37342,1.7,SUSPENDED,52.9,2023-02-24
4655,262,8,CNT00004655,2025-08-28,2027-07-14,9779,3.39,PENDING,27.63,2025-08-28
4656,2254,6,CNT00004656,2023-03-24,2032-05-24,41319,12.81,SUSPENDED,441.08,2023-03-24
4657,2775,8,CNT00004657,2025-06-16,2026-11-29,53629,4.18,CLOSED,186.81,2025-06-16
4658,807,9,CNT00004658,2025-07-03,2026-12-21,15821,2.69,ACTIVE,35.47,2025-07-03
4659,2029,8,CNT00004659,2025-05-21,2028-12-18,93777,3.04,SUSPENDED,237.57,2025-05-21
4660,146,10,CNT00004660,2025-07-19,2035-06-08,18210,5.14,CLOSED,78.0,2025-07-19
4661,390,12,CNT00004661,2024-07-11,2032-04-16,65792,6.99,SUSPENDED,383.24,2024-07-11
4662,1919,1,CNT00004662,2024-12-22,2032-02-02,15225,7.56,SUSPENDED,95.92,2024-12-22
4663,935,12,CNT00004663,2025-05-28,2028-07-22,183898,13.39,ACTIVE,2052.0,2025-05-28
4664,2928,4,CNT00004664,2025-01-30,2026-02-16,112021,8.62,CLOSED,804.68,2025-01-30
4665,393,2,CNT00004665,2025-09-24,2030-05-22,5635,4.8,SUSPENDED,22.54,2025-09-24
4666,1114,11,CNT00004666,2023-10-01,2027-08-05,24832,5.74,SUSPENDED,118.78,2023-10-01
4667,1174,2,CNT00004667,2025-01-13,2027-05-28,1803,8.76,ACTIVE,13.16,2025-01-13
4668,1162,1,CNT00004668,2025-04-25,2029-09-22,3185,9.07,ACTIVE,24.07,2025-04-25
4669,1920,8,CNT00004669,2024-12-23,2026-04-25,72182,1.98,ACTIVE,119.1,2024-12-23
4670,1470,2,CNT00004670,2025-02-22,2032-07-20,21754,3.68,PENDING,66.71,2025-02-22
4671,1239,5,CNT00004671,2023-10-25,2031-03-01,156568,5.12,CLOSED,668.02,2023-10-25
4672,276,8,CNT00004672,2025-08-02,2027-12-24,80023,2.82,PENDING,188.05,2025-08-02
4673,2555,4,CNT00004673,2023-09-24,2030-04-04,26350,13.57,ACTIVE,297.97,2023-09-24
4674,1451,8,CNT00004674,2025-05-03,2026-11-27,5280,2.38,PENDING,10.47,2025-05-03
4675,894,7,CNT00004675,2025-09-16,2026-07-09,76121,2.21,CLOSED,140.19,2025-09-16
4676,2554,11,CNT00004676,2025-04-13,2029-02-14,45886,3.82,SUSPENDED,146.07,2025-04-13
4677,345,11,CNT00004677,2025-03-11,2027-03-27,25800,2.53,CLOSED,54.39,2025-03-11
4678,1940,9,CNT00004678,2024-08-01,2029-05-05,84177,3.52,SUSPENDED,246.92,2024-08-01
4679,1613,6,CNT00004679,2025-06-06,2028-10-08,67670,9.48,SUSPENDED,534.59,2025-06-06
4680,1308,1,CNT00004680,2025-06-26,2027-10-11,49648,5.57,PENDING,230.45,2025-06-26
4681,1191,10,CNT00004681,2022-10-26,2028-12-11,30560,8.66,PENDING,220.54,2022-10-26
4682,2559,3,CNT00004682,2025-03-07,2026-11-10,715,3.88,CLOSED,2.31,2025-03-07
4683,1245,6,CNT00004683,2024-11-12,2029-05-05,90091,14.42,PENDING,1082.59,2024-11-12
4684,963,7,CNT00004684,2024-06-14,2028-09-26,84233,3.67,CLOSED,257.61,2024-06-14
4685,1724,8,CNT00004685,2025-07-19,2026-06-27,84761,4.05,CLOSED,286.07,2025-07-19
4686,542,4,CNT00004686,2025-07-07,2027-01-05,64676,7.26,SUSPENDED,391.29,2025-07-07
4687,2691,2,CNT00004687,2025-08-19,2033-02-19,27638,7.48,PENDING,172.28,2025-08-19
4688,78,2,CNT00004688,2025-03-16,2029-12-10,49575,9.84,SUSPENDED,406.52,2025-03-16
4689,1885,5,CNT00004689,2024-05-26,2029-03-19,35490,12.79,SUSPENDED,378.26,2024-05-26
4690,2096,11,CNT00004690,2024-12-12,2032-01-13,18509,8.97,ACTIVE,138.35,2024-12-12
4691,995,4,CNT00004691,2021-11-04,2029-06-02,84552,12.01,PENDING,846.22,2021-11-04
4692,2160,5,CNT00004692,2025-10-24,2034-12-12,61942,13.44,ACTIVE,693.75,2025-10-24
4693,1593,11,CNT00004693,2025-08-25,2030-07-05,25463,0.2,SUSPENDED,4.24,2025-08-25
4694,2545,10,CNT00004694,2025-09-07,2029-12-05,10729,4.84,PENDING,43.27,2025-09-07
4695,108,8,CNT00004695,2025-08-29,2029-06-26,77503,4.56,SUSPENDED,294.51,2025-08-29
4696,1421,9,CNT00004696,2025-09-20,2029-06-18,95125,4.56,PENDING,361.47,2025-09-20
4697,1496,4,CNT00004697,2025-10-30,2031-06-19,35767,6.05,ACTIVE,180.33,2025-10-30
4698,2642,10,CNT00004698,2025-02-20,2031-07-26,37857,4.73,SUSPENDED,149.22,2025-02-20
4699,2676,1,CNT00004699,2022-08-20,2028-09-03,23827,2.9,SUSPENDED,57.58,2022-08-20
4700,2562,4,CNT00004700,2023-01-26,2028-10-04,94501,9.61,PENDING,756.8,2023-01-26
4701,1579,1,CNT00004701,2023-03-13,2025-11-23,11006,3.87,CLOSED,35.49,2023-03-13
4702,1439,6,CNT00004702,2023-01-16,2027-05-12,137883,8.38,ACTIVE,962.88,2023-01-16
4703,2732,3,CNT00004703,2024-05-15,2033-11-14,13418,5.8,SUSPENDED,64.85,2024-05-15
4704,1382,4,CNT00004704,2024-04-10,2032-12-15,104673,10.28,SUSPENDED,896.7,2024-04-10
4705,1725,3,CNT00004705,2024-10-11,2034-02-03,27419,0.11,PENDING,2.51,2024-10-11
4706,1988,10,CNT00004706,2025-05-11,2030-08-10,47519,5.9,CLOSED,233.64,2025-05-11
4707,2580,12,CNT00004707,2024-04-26,2032-08-09,193174,13.63,ACTIVE,2194.13,2024-04-26
4708,827,4,CNT00004708,2023-07-30,2027-01-09,141158,6.32,PENDING,743.43,2023-07-30
4709,1353,3,CNT00004709,2023-12-06,2033-09-11,36004,4.76,PENDING,142.82,2023-12-06
4710,185,3,CNT00004710,2024-06-01,2030-05-11,29998,4.39,SUSPENDED,109.74,2024-06-01
4711,2525,5,CNT00004711,2025-03-23,2031-06-23,15716,12.57,CLOSED,164.63,2025-03-23
4712,916,2,CNT00004712,2024-08-06,2031-12-25,37127,8.93,PENDING,276.29,2024-08-06
4713,2571,6,CNT00004713,2023-01-27,2025-09-09,103631,7.23,PENDING,624.38,2023-01-27
4714,2893,11,CNT00004714,2022-12-25,2030-08-03,12141,8.79,PENDING,88.93,2022-12-25
4715,853,4,CNT00004715,2025-08-16,2027-05-28,180657,12.85,ACTIVE,1934.54,2025-08-16
4716,1189,6,CNT00004716,2023-11-19,2029-10-16,67485,14.88,ACTIVE,836.81,2023-11-19
4717,2698,3,CNT00004717,2024-05-06,2026-10-20,36400,5.97,CLOSED,181.09,2024-05-06
4718,1970,7,CNT00004718,2025-11-01,2027-05-18,87597,4.17,PENDING,304.4,2025-11-01
4719,262,12,CNT00004719,2024-10-30,2031-11-18,176221,14.16,SUSPENDED,2079.41,2024-10-30
4720,1460,11,CNT00004720,2022-01-18,2025-04-23,10845,2.32,CLOSED,20.97,2022-01-18
4721,1290,12,CNT00004721,2025-03-17,2026-10-15,42512,7.16,CLOSED,253.65,2025-03-17
4722,918,3,CNT00004722,2025-07-08,2029-05-06,18445,3.79,PENDING,58.26,2025-07-08
4723,2629,7,CNT00004723,2025-01-26,2029-07-14,4608,4.34,PENDING,16.67,2025-01-26
4724,1500,10,CNT00004724,2025-04-08,2032-08-12,17046,7.08,ACTIVE,100.57,2025-04-08
4725,2011,12,CNT00004725,2025-03-25,2030-09-13,165424,8.44,CLOSED,1163.48,2025-03-25
4726,2931,5,CNT00004726,2023-12-05,2027-01-24,94397,9.38,PENDING,737.87,2023-12-05
4727,414,8,CNT00004727,2025-10-19,2028-02-07,19425,3.4,ACTIVE,55.04,2025-10-19
4728,141,12,CNT00004728,2025-07-01,2028-01-11,137605,8.44,PENDING,967.82,2025-07-01
4729,2380,7,CNT00004729,2024-06-11,2028-12-12,7364,1.13,PENDING,6.93,2024-06-11
4730,854,11,CNT00004730,2025-03-21,2029-03-10,16733,5.31,SUSPENDED,74.04,2025-03-21
4731,1485,5,CNT00004731,2025-07-15,2029-10-03,144384,9.79,SUSPENDED,1177.93,2025-07-15
4732,815,3,CNT00004732,2025-09-23,2029-06-24,7088,1.16,ACTIVE,6.85,2025-09-23
4733,98,7,CNT00004733,2024-02-26,2026-01-30,22852,2.45,SUSPENDED,46.66,2024-02-26
4734,1823,6,CNT00004734,2025-10-21,2028-05-29,143780,13.02,SUSPENDED,1560.01,2025-10-21
4735,1485,3,CNT00004735,2025-08-18,2029-05-28,29202,4.1,SUSPENDED,99.77,2025-08-18
4736,1970,9,CNT00004736,2025-02-11,2026-05-07,48862,2.33,ACTIVE,94.87,2025-02-11
4737,2070,8,CNT00004737,2025-05-12,2028-07-17,74024,4.44,PENDING,273.89,2025-05-12
4738,1487,9,CNT00004738,2023-05-21,2026-12-18,70472,3.55,PENDING,208.48,2023-05-21
4739,2104,10,CNT00004739,2023-07-06,2030-08-12,26110,0.27,CLOSED,5.87,2023-07-06
4740,2880,8,CNT00004740,2024-06-13,2025-03-06,30974,3.89,CLOSED,100.41,2024-06-13
4741,2966,4,CNT00004741,2024-11-13,2027-10-05,37071,7.49,ACTIVE,231.38,2024-11-13
4742,2939,6,CNT00004742,2024-06-18,2030-11-07,13960,14.02,ACTIVE,163.1,2024-06-18
4743,818,9,CNT00004743,2022-01-16,2026-01-07,94989,4.61,PENDING,364.92,2022-01-16
4744,2167,8,CNT00004744,2023-02-17,2025-12-12,28374,4.81,CLOSED,113.73,2023-02-17
4745,1973,10,CNT00004745,2024-01-15,2031-02-03,31031,5.66,PENDING,146.36,2024-01-15
4746,34,4,CNT00004746,2022-09-05,2025-06-19,141156,9.97,ACTIVE,1172.77,2022-09-05
4747,2273,12,CNT00004747,2024-04-28,2028-02-22,46289,13.06,SUSPENDED,503.78,2024-04-28
4748,2448,4,CNT00004748,2025-07-02,2035-06-10,112136,6.74,ACTIVE,629.83,2025-07-02
4749,1249,8,CNT00004749,2025-09-25,2028-11-18,88363,3.31,SUSPENDED,243.73,2025-09-25
4750,2999,8,CNT00004750,2022-05-25,2024-07-28,16054,2.71,CLOSED,36.26,2022-05-25
4751,267,1,CNT00004751,2025-08-26,2028-10-31,49923,1.83,ACTIVE,76.13,2025-08-26
4752,1367,11,CNT00004752,2025-02-20,2031-06-03,394,0.19,ACTIVE,0.06,2025-02-20
4753,1437,11,CNT00004753,2025-09-27,2034-08-09,2808,1.79,PENDING,4.19,2025-09-27
4754,2052,5,CNT00004754,2025-08-01,2030-01-30,93729,11.85,CLOSED,925.57,2025-08-01
4755,1231,8,CNT00004755,2024-12-16,2025-07-27,20285,3.72,ACTIVE,62.88,2024-12-16
4756,114,10,CNT00004756,2025-10-18,2027-09-19,47492,8.87,SUSPENDED,351.05,2025-10-18
4757,1739,5,CNT00004757,2025-08-24,2029-12-24,101095,14.47,ACTIVE,1219.04,2025-08-24
4758,1250,10,CNT00004758,2025-08-11,2031-01-28,18150,5.3,CLOSED,80.16,2025-08-11
4759,2064,5,CNT00004759,2025-09-10,2034-01-28,187498,5.68,SUSPENDED,887.49,2025-09-10
4760,1660,1,CNT00004760,2025-10-21,2031-05-10,27300,1.32,PENDING,30.03,2025-10-21
4761,322,7,CNT00004761,2024-10-15,2027-01-27,86227,3.96,ACTIVE,284.55,2024-10-15
4762,2539,10,CNT00004762,2024-04-28,2029-04-23,11314,4.06,PENDING,38.28,2024-04-28
4763,147,2,CNT00004763,2023-09-07,2027-07-08,18173,1.71,ACTIVE,25.9,2023-09-07
4764,163,6,CNT00004764,2025-10-01,2029-04-29,194087,8.98,PENDING,1452.42,2025-10-01
4765,2617,5,CNT00004765,2025-10-31,2032-10-28,94562,7.92,CLOSED,624.11,2025-10-31
4766,138,12,CNT00004766,2025-10-18,2029-01-21,8511,10.73,SUSPENDED,76.1,2025-10-18
4767,1933,10,CNT00004767,2025-02-13,2031-10-24,32436,1.42,CLOSED,38.38,2025-02-13
4768,2009,7,CNT00004768,2025-08-25,2030-01-01,73796,1.86,ACTIVE,114.38,2025-08-25
4769,396,2,CNT00004769,2024-02-28,2029-12-08,3309,7.96,SUSPENDED,21.95,2024-02-28
4770,552,12,CNT00004770,2025-07-17,2030-04-21,121767,14.78,CLOSED,1499.76,2025-07-17
4771,2182,12,CNT00004771,2024-08-04,2028-02-28,40279,9.01,ACTIVE,302.43,2024-08-04
4772,1501,11,CNT00004772,2023-10-22,2027-10-23,48696,6.64,SUSPENDED,269.45,2023-10-22
4773,1288,5,CNT00004773,2024-03-16,2030-10-24,189469,6.0,PENDING,947.34,2024-03-16
4774,500,3,CNT00004774,2024-10-31,2025-11-28,6368,3.65,ACTIVE,19.37,2024-10-31
4775,489,8,CNT00004775,2024-02-23,2027-10-23,57660,2.99,PENDING,143.67,2024-02-23
4776,1345,2,CNT00004776,2025-10-27,2034-04-29,8766,0.28,CLOSED,2.05,2025-10-27
4777,2555,3,CNT00004777,2023-09-14,2028-08-18,4924,5.71,ACTIVE,23.43,2023-09-14
4778,2378,4,CNT00004778,2021-09-09,2024-01-10,152416,6.55,SUSPENDED,831.94,2021-09-09
4779,2837,7,CNT00004779,2025-06-15,2026-08-27,32231,1.91,CLOSED,51.3,2025-06-15
4780,1823,1,CNT00004780,2025-10-08,2033-02-07,29588,8.42,SUSPENDED,207.61,2025-10-08
4781,1244,5,CNT00004781,2023-03-01,2030-08-12,174723,13.51,PENDING,1967.09,2023-03-01
4782,2675,6,CNT00004782,2025-11-02,2033-05-27,94251,10.06,ACTIVE,790.14,2025-11-02
4783,2525,7,CNT00004783,2025-06-07,2027-11-07,71192,4.86,SUSPENDED,288.33,2025-06-07
4784,1077,6,CNT00004784,2024-08-27,2029-04-09,37739,5.77,CLOSED,181.46,2024-08-27
4785,2402,11,CNT00004785,2023-12-25,2033-12-22,39707,6.46,ACTIVE,213.76,2023-12-25
4786,2681,4,CNT00004786,2025-03-23,2029-05-22,162690,6.65,ACTIVE,901.57,2025-03-23
4787,2901,6,CNT00004787,2023-06-02,2033-03-31,127328,8.34,PENDING,884.93,2023-06-02
4788,2157,3,CNT00004788,2025-10-14,2030-03-06,45712,8.59,SUSPENDED,327.22,2025-10-14
4789,2538,4,CNT00004789,2023-03-08,2026-03-28,83388,10.61,PENDING,737.29,2023-03-08
4790,384,1,CNT00004790,2025-07-09,2029-03-10,38295,4.12,PENDING,131.48,2025-07-09
4791,284,1,CNT00004791,2025-07-10,2027-12-25,22764,6.01,CLOSED,114.01,2025-07-10
4792,1049,5,CNT00004792,2024-11-21,2033-08-29,23373,6.78,PENDING,132.06,2024-11-21
4793,581,1,CNT00004793,2024-02-12,2033-04-10,29560,2.36,PENDING,58.13,2024-02-12
4794,176,7,CNT00004794,2024-09-22,2029-03-10,61435,2.92,SUSPENDED,149.49,2024-09-22
4795,2630,3,CNT00004795,2024-09-29,2029-01-27,12635,6.35,CLOSED,66.86,2024-09-29
4796,238,1,CNT00004796,2025-10-22,2033-11-13,22553,8.6,PENDING,161.63,2025-10-22
4797,610,12,CNT00004797,2025-09-07,2032-07-02,134868,6.65,PENDING,747.39,2025-09-07
4798,2193,11,CNT00004798,2025-09-11,2030-10-02,31331,1.1,PENDING,28.72,2025-09-11
4799,2644,1,CNT00004799,2022-08-29,2032-02-05,46696,8.51,CLOSED,331.15,2022-08-29
4800,2847,10,CNT00004800,2022-10-26,2029-08-18,44425,6.48,CLOSED,239.89,2022-10-26
4801,1041,4,CNT00004801,2022-03-14,2030-01-28,154777,5.47,CLOSED,705.53,2022-03-14
4802,1484,1,CNT00004802,2024-08-26,2028-09-05,35092,6.47,SUSPENDED,189.2,2024-08-26
4803,340,7,CNT00004803,2025-06-20,2026-08-30,39405,2.88,PENDING,94.57,2025-06-20
4804,2246,6,CNT00004804,2025-09-14,2027-04-09,169229,5.31,ACTIVE,748.84,2025-09-14
4805,1600,7,CNT00004805,2025-01-10,2028-09-13,38628,1.04,ACTIVE,33.48,2025-01-10
4806,1340,4,CNT00004806,2025-03-22,2030-12-02,188239,8.54,CLOSED,1339.63,2025-03-22
4807,1581,6,CNT00004807,2025-07-27,2031-12-05,113842,6.27,CLOSED,594.82,2025-07-27
4808,380,3,CNT00004808,2025-06-18,2031-01-03,25131,6.95,CLOSED,145.55,2025-06-18
4809,1462,7,CNT00004809,2023-09-19,2024-11-29,48968,2.05,CLOSED,83.65,2023-09-19
4810,150,3,CNT00004810,2025-09-27,2027-02-09,14571,4.13,CLOSED,50.15,2025-09-27
4811,1770,5,CNT00004811,2025-10-30,2027-06-04,161089,12.6,SUSPENDED,1691.43,2025-10-30
4812,2693,7,CNT00004812,2023-07-17,2027-07-25,8687,4.65,SUSPENDED,33.66,2023-07-17
4813,2918,10,CNT00004813,2025-01-20,2027-09-19,30689,2.42,ACTIVE,61.89,2025-01-20
4814,1691,1,CNT00004814,2025-09-25,2035-03-02,30254,1.84,CLOSED,46.39,2025-09-25
4815,815,12,CNT00004815,2025-06-22,2030-11-30,86458,14.11,SUSPENDED,1016.6,2025-06-22
4816,1289,1,CNT00004816,2022-03-23,2028-09-24,21612,4.21,ACTIVE,75.82,2022-03-23
4817,595,11,CNT00004817,2023-06-01,2024-07-17,41658,0.66,SUSPENDED,22.91,2023-06-01
4818,1882,9,CNT00004818,2024-03-21,2025-06-01,81003,4.19,CLOSED,282.84,2024-03-21
4819,715,8,CNT00004819,2025-05-16,2027-09-18,81061,3.11,SUSPENDED,210.08,2025-05-16
4820,1574,7,CNT00004820,2022-08-28,2025-08-30,41130,1.65,CLOSED,56.55,2022-08-28
4821,2754,1,CNT00004821,2024-09-28,2034-08-23,42526,7.62,PENDING,270.04,2024-09-28
4822,263,3,CNT00004822,2025-08-18,2034-04-21,27326,9.12,PENDING,207.68,2025-08-18
4823,35,11,CNT00004823,2025-09-19,2035-07-19,31338,7.97,ACTIVE,208.14,2025-09-19
4824,1929,10,CNT00004824,2025-02-16,2030-01-31,16431,8.63,ACTIVE,118.17,2025-02-16
4825,2542,5,CNT00004825,2025-01-04,2034-11-12,49252,6.66,CLOSED,273.35,2025-01-04
4826,463,4,CNT00004826,2022-06-06,2031-09-30,83956,9.65,CLOSED,675.15,2022-06-06
4827,2054,10,CNT00004827,2025-10-31,2031-05-07,21362,0.11,CLOSED,1.96,2025-10-31
4828,111,11,CNT00004828,2025-04-09,2027-11-16,39756,5.63,ACTIVE,186.52,2025-04-09
4829,781,4,CNT00004829,2024-11-27,2033-10-16,171764,5.56,SUSPENDED,795.84,2024-11-27
4830,549,9,CNT00004830,2024-06-24,2027-07-07,54291,1.27,SUSPENDED,57.46,2024-06-24
4831,2801,1,CNT00004831,2024-10-24,2029-03-10,9645,4.52,PENDING,36.33,2024-10-24
4832,2505,9,CNT00004832,2025-02-26,2027-01-17,97671,3.82,SUSPENDED,310.92,2025-02-26
4833,152,7,CNT00004833,2021-12-17,2023-11-29,87331,4.75,SUSPENDED,345.69,2021-12-17
4834,982,8,CNT00004834,2025-06-21,2026-12-13,85056,1.99,PENDING,141.05,2025-06-21
4835,791,1,CNT00004835,2025-04-16,2033-03-26,32390,5.99,ACTIVE,161.68,2025-04-16
4836,1962,9,CNT00004836,2024-06-05,2029-01-14,57736,2.77,SUSPENDED,133.27,2024-06-05
4837,1142,10,CNT00004837,2024-05-09,2028-05-09,37514,2.25,CLOSED,70.34,2024-05-09
4838,653,8,CNT00004838,2025-11-02,2028-01-17,31303,3.74,PENDING,97.56,2025-11-02
4839,1285,1,CNT00004839,2025-03-09,2032-10-09,1359,2.77,CLOSED,3.14,2025-03-09
4840,2655,2,CNT00004840,2024-05-11,2033-08-25,44131,5.9,CLOSED,216.98,2024-05-11
4841,1037,4,CNT00004841,2024-11-03,2034-09-17,185588,8.47,PENDING,1309.94,2024-11-03
4842,2448,9,CNT00004842,2024-01-07,2027-08-21,91952,1.89,PENDING,144.82,2024-01-07
4843,1607,8,CNT00004843,2025-02-04,2026-09-12,33521,4.31,ACTIVE,120.4,2025-02-04
4844,396,5,CNT00004844,2023-02-09,2026-08-03,69559,5.2,PENDING,301.42,2023-02-09
4845,2092,6,CNT00004845,2025-07-07,2029-02-13,77675,8.4,CLOSED,543.73,2025-07-07
4846,539,11,CNT00004846,2024-10-11,2026-05-05,11948,9.86,PENDING,98.17,2024-10-11
4847,1564,4,CNT00004847,2025-06-13,2029-12-04,31599,13.45,CLOSED,354.17,2025-06-13
4848,2199,3,CNT00004848,2025-03-05,2029-06-17,49786,4.76,SUSPENDED,197.48,2025-03-05
4849,1047,11,CNT00004849,2024-04-27,2025-07-24,41619,5.7,SUSPENDED,197.69,2024-04-27
4850,1005,3,CNT00004850,2024-05-31,2027-07-21,46930,8.19,CLOSED,320.3,2024-05-31
4851,1578,5,CNT00004851,2025-09-01,2027-04-14,68367,7.3,ACTIVE,415.9,2025-09-01
4852,1321,8,CNT00004852,2025-11-01,2028-02-22,10518,2.6,CLOSED,22.79,2025-11-01
4853,2587,2,CNT00004853,2025-05-16,2029-02-27,8755,3.27,ACTIVE,23.86,2025-05-16
4854,456,8,CNT00004854,2021-10-07,2024-12-28,93890,1.36,SUSPENDED,106.41,2021-10-07
4855,1998,1,CNT00004855,2025-10-22,2030-06-11,35117,8.59,ACTIVE,251.38,2025-10-22
4856,2317,7,CNT00004856,2025-03-15,2028-12-27,35966,3.54,ACTIVE,106.1,2025-03-15
4857,2454,5,CNT00004857,2024-04-24,2028-05-17,44815,6.52,SUSPENDED,243.49,2024-04-24
4858,2417,10,CNT00004858,2025-10-27,2030-08-23,25873,3.06,ACTIVE,65.98,2025-10-27
4859,1797,6,CNT00004859,2024-10-28,2032-06-24,167699,6.56,SUSPENDED,916.75,2024-10-28
4860,2296,5,CNT00004860,2023-06-22,2025-06-14,39497,8.21,ACTIVE,270.23,2023-06-22
4861,1636,6,CNT00004861,2025-07-26,2032-01-07,140495,5.75,ACTIVE,673.21,2025-07-26
4862,2125,1,CNT00004862,2025-06-08,2029-03-25,48122,9.74,SUSPENDED,390.59,2025-06-08
4863,2092,11,CNT00004863,2025-04-08,2026-07-04,22991,7.15,CLOSED,136.99,2025-04-08
4864,2918,1,CNT00004864,2025-09-01,2034-11-04,45227,3.1,SUSPENDED,116.84,2025-09-01
4865,1117,9,CNT00004865,2022-08-15,2027-05-21,9962,3.47,PENDING,28.81,2022-08-15
4866,1977,6,CNT00004866,2025-04-08,2027-07-02,92341,11.92,SUSPENDED,917.25,2025-04-08
4867,112,2,CNT00004867,2025-05-27,2030-06-01,32617,9.49,PENDING,257.95,2025-05-27
4868,357,6,CNT00004868,2024-01-18,2029-11-22,65454,6.74,CLOSED,367.63,2024-01-18
4869,2660,2,CNT00004869,2025-01-14,2029-02-24,26942,2.46,PENDING,55.23,2025-01-14
4870,2359,1,CNT00004870,2024-08-17,2026-12-22,48923,4.11,ACTIVE,167.56,2024-08-17
4871,743,6,CNT00004871,2023-11-09,2032-05-19,180535,13.73,SUSPENDED,2065.62,2023-11-09
4872,2595,4,CNT00004872,2024-04-23,2033-05-04,118397,7.37,CLOSED,727.15,2024-04-23
4873,543,9,CNT00004873,2025-11-01,2026-05-18,1101,2.83,ACTIVE,2.6,2025-11-01
4874,1451,10,CNT00004874,2024-06-21,2028-12-22,2822,2.89,ACTIVE,6.8,2024-06-21
4875,1751,1,CNT00004875,2023-05-18,2027-11-25,39887,5.62,PENDING,186.8,2023-05-18
4876,1622,10,CNT00004876,2023-12-26,2030-08-07,23594,6.68,PENDING,131.34,2023-12-26
4877,57,5,CNT00004877,2025-01-05,2032-09-09,121756,9.61,ACTIVE,975.06,2025-01-05
4878,2293,8,CNT00004878,2025-03-03,2027-05-18,25883,3.74,PENDING,80.67,2025-03-03
4879,1319,9,CNT00004879,2024-10-06,2025-05-23,67215,1.17,ACTIVE,65.53,2024-10-06
4880,870,8,CNT00004880,2025-08-07,2026-09-14,6784,1.31,SUSPENDED,7.41,2025-08-07
4881,1440,7,CNT00004881,2023-04-07,2028-01-18,99868,2.67,ACTIVE,222.21,2023-04-07
4882,2683,7,CNT00004882,2022-03-09,2022-12-16,97033,1.87,CLOSED,151.21,2022-03-09
4883,1616,7,CNT00004883,2025-09-07,2028-11-24,68298,3.1,ACTIVE,176.44,2025-09-07
4884,2836,2,CNT00004884,2021-04-29,2028-05-10,39021,2.07,SUSPENDED,67.31,2021-04-29
4885,842,1,CNT00004885,2023-08-29,2033-08-14,25707,6.56,PENDING,140.53,2023-08-29
4886,909,8,CNT00004886,2025-05-02,2027-03-10,73726,3.09,PENDING,189.84,2025-05-02
4887,622,7,CNT00004887,2022-12-16,2026-04-19,63014,3.83,SUSPENDED,201.12,2022-12-16
4888,1860,4,CNT00004888,2025-09-02,2027-08-30,143265,13.17,SUSPENDED,1572.33,2025-09-02
4889,1691,5,CNT00004889,2023-10-01,2029-06-18,161207,5.46,SUSPENDED,733.49,2023-10-01
4890,2080,1,CNT00004890,2025-03-05,2033-03-19,2405,6.61,PENDING,13.25,2025-03-05
4891,1725,2,CNT00004891,2023-10-07,2028-07-05,26331,7.59,CLOSED,166.54,2023-10-07
4892,341,1,CNT00004892,2025-03-19,2030-06-23,31467,1.76,ACTIVE,46.15,2025-03-19
4893,1338,6,CNT00004893,2022-12-13,2024-01-31,130610,14.49,PENDING,1577.12,2022-12-13
4894,1624,1,CNT00004894,2021-11-08,2024-08-10,216,7.24,ACTIVE,1.3,2021-11-08
4895,2092,11,CNT00004895,2024-11-13,2033-06-01,43928,9.44,SUSPENDED,345.57,2024-11-13
4896,2871,10,CNT00004896,2024-02-10,2030-02-15,10214,6.32,PENDING,53.79,2024-02-10
4897,535,3,CNT00004897,2023-01-27,2026-06-08,23149,4.2,ACTIVE,81.02,2023-01-27
4898,40,1,CNT00004898,2025-08-21,2031-11-12,33901,2.23,ACTIVE,63.0,2025-08-21
4899,1353,4,CNT00004899,2024-06-02,2031-05-27,63181,5.5,PENDING,289.58,2024-06-02
4900,2921,8,CNT00004900,2025-08-20,2029-07-06,59123,4.81,SUSPENDED,236.98,2025-08-20
4901,1075,9,CNT00004901,2023-10-10,2024-11-04,85088,2.02,SUSPENDED,143.23,2023-10-10
4902,1171,3,CNT00004902,2025-08-02,2033-05-25,36054,2.04,PENDING,61.29,2025-08-02
4903,2993,3,CNT00004903,2024-08-01,2026-06-22,17153,3.88,SUSPENDED,55.46,2024-08-01
4904,2283,12,CNT00004904,2025-10-09,2033-02-05,14258,14.44,PENDING,171.57,2025-10-09
4905,1958,6,CNT00004905,2025-06-21,2032-05-17,140030,12.23,PENDING,1427.14,2025-06-21
4906,1028,9,CNT00004906,2024-03-14,2026-10-13,9962,4.47,SUSPENDED,37.11,2024-03-14
4907,2223,4,CNT00004907,2025-09-06,2035-03-27,133823,13.93,ACTIVE,1553.46,2025-09-06
4908,267,6,CNT00004908,2025-07-26,2031-05-01,84776,8.54,ACTIVE,603.32,2025-07-26
4909,1660,2,CNT00004909,2025-10-09,2030-09-16,43932,6.08,SUSPENDED,222.59,2025-10-09
4910,2095,12,CNT00004910,2022-03-24,2027-09-26,59323,14.97,CLOSED,740.05,2022-03-24
