application_id,client_id,application_date,requested_amount,approved_amount,purpose,status,decision_date,interest_rate_proposed,reason_for_rejection,officer_id
904,1771,2022-12-05,47504,0,MEDICAL,CANCELLED,2022-12-12,19.31,,39
905,1936,2025-05-12,49818,0,PERSONAL,APPROVED,2025-06-02,10.71,Tree grow measure top moment.,29
906,810,2024-08-09,18119,5114,HOME,PENDING,2024-09-06,11.97,,9
907,2385,2025-11-02,14896,40362,CAR,CANCELLED,2025-11-18,6.7,,32
908,1207,2024-04-11,27612,0,EDUCATION,CANCELLED,2024-04-12,13.46,Generation employee worker teach.,40
909,1372,2023-07-17,21120,38858,MEDICAL,REJECTED,2023-08-15,11.21,,44
910,66,2024-06-02,35385,44007,CAR,APPROVED,2024-06-06,23.97,Mention candidate region half.,25
911,359,2025-08-30,25705,0,EDUCATION,APPROVED,2025-09-03,8.25,Seat help American small so theory or.,7
912,729,2023-04-20,1167,36851,MEDICAL,PENDING,2023-05-16,11.27,Admit open significant unit usually grow forward.,50
913,346,2022-06-23,21578,0,PERSONAL,REJECTED,2022-07-10,19.03,,18
914,2681,2024-10-17,44759,0,BUSINESS,PENDING,2024-10-28,6.38,,95
915,2593,2021-09-28,24082,39978,PERSONAL,CANCELLED,2021-10-14,12.91,,70
916,1489,2025-09-13,31764,39592,CAR,CANCELLED,2025-09-17,19.54,,70
917,1248,2025-07-03,30461,26373,BUSINESS,PENDING,2025-08-02,9.11,Structure address national daughter of.,23
918,1761,2023-06-10,39577,38862,CAR,PENDING,2023-06-27,19.03,,86
919,2952,2025-08-31,2202,33322,BUSINESS,REJECTED,2025-09-02,20.68,,47
920,2865,2024-01-17,10734,34113,EDUCATION,APPROVED,2024-02-12,14.83,Magazine operation fire argue style seven live.,3
921,1861,2025-10-09,27969,34164,MEDICAL,CANCELLED,2025-10-26,16.33,,58
922,1116,2024-07-28,12978,0,MEDICAL,PENDING,2024-08-27,21.77,,49
923,669,2021-08-31,14182,0,BUSINESS,PENDING,2021-09-14,16.57,,10
924,727,2023-09-13,23197,10579,PERSONAL,CANCELLED,2023-09-27,21.98,,89
925,378,2025-07-08,20943,6850,CAR,APPROVED,2025-07-30,21.9,,45
926,1124,2023-03-29,27014,13325,EDUCATION,APPROVED,2023-04-25,18.8,,12
927,376,2023-06-01,13536,1764,CAR,REJECTED,2023-06-24,6.74,,14
928,1153,2025-07-10,17421,11811,MEDICAL,REJECTED,2025-08-06,5.1,,93
929,1184,2025-10-04,1885,0,CAR,PENDING,2025-10-27,22.05,,13
930,859,2025-06-06,19145,0,BUSINESS,CANCELLED,2025-06-20,18.43,,8
931,617,2025-10-26,40382,44370,PERSONAL,APPROVED,2025-10-31,19.91,Low race onto why police season ready.,82
932,2052,2025-05-02,3631,14328,CAR,APPROVED,2025-05-30,14.72,Have source people audience.,26
933,1211,2024-11-10,33585,29488,CAR,CANCELLED,2024-11-18,19.63,Source design seven free above election.,49
934,1943,2025-03-31,18331,8437,HOME,PENDING,2025-04-21,9.79,,41
935,1488,2023-01-12,31421,34172,EDUCATION,PENDING,2023-02-11,6.32,,78
936,1056,2024-10-06,23953,45111,BUSINESS,REJECTED,2024-10-16,13.66,,76
937,2825,2023-07-03,2377,0,EDUCATION,REJECTED,2023-07-06,10.49,,69
938,1448,2023-08-29,1605,0,PERSONAL,REJECTED,2023-09-19,6.74,,39
939,717,2021-07-31,24633,17261,PERSONAL,REJECTED,2021-08-03,24.65,,48
940,2880,2023-07-29,37737,0,CAR,APPROVED,2023-08-23,9.82,,80
941,2196,2023-04-28,43835,46001,CAR,PENDING,2023-05-10,15.5,,97
942,1604,2025-04-07,43338,10718,CAR,CANCELLED,2025-04-21,15.43,,2
943,815,2025-02-26,44754,15745,BUSINESS,REJECTED,2025-03-16,16.26,,42
944,1759,2023-02-28,23970,30023,HOME,CANCELLED,2023-03-20,5.26,,7
945,936,2025-02-20,14073,43157,MEDICAL,PENDING,2025-03-09,11.44,Minute lawyer happen air religious player summer.,57
946,1819,2025-07-14,37493,40245,MEDICAL,CANCELLED,2025-07-20,22.81,,63
947,1010,2024-02-06,24771,6546,CAR,APPROVED,2024-02-22,24.77,Part little sense cost.,16
948,2475,2025-01-21,47885,42581,BUSINESS,REJECTED,2025-01-23,15.0,Policy lose recognize yet generation some.,63
949,2741,2024-11-04,37552,0,EDUCATION,REJECTED,2024-11-24,21.62,Drive let laugh once.,19
950,1840,2022-07-17,24727,33530,BUSINESS,APPROVED,2022-08-11,13.44,Education sort physical tend price impact full throw.,55
951,1,2023-03-28,39135,44379,CAR,APPROVED,2023-04-21,13.64,,90
952,1388,2024-02-02,46474,0,PERSONAL,PENDING,2024-02-26,8.35,Value floor issue hear leg.,67
953,2061,2023-06-05,17033,0,BUSINESS,APPROVED,2023-06-11,15.93,,70
954,2016,2025-10-21,41954,11306,MEDICAL,REJECTED,2025-11-05,12.54,,34
955,2389,2023-09-07,23628,0,CAR,APPROVED,2023-09-29,17.3,,18
956,1256,2024-08-06,31743,24893,BUSINESS,APPROVED,2024-08-27,9.4,,23
957,127,2025-08-03,35790,0,PERSONAL,PENDING,2025-08-26,13.58,,11
958,573,2025-08-16,9961,12857,MEDICAL,APPROVED,2025-09-12,12.48,,79
959,1353,2024-03-12,14496,0,BUSINESS,REJECTED,2024-03-14,17.53,,73
960,657,2025-10-28,49476,13443,PERSONAL,CANCELLED,2025-11-08,10.37,Whom bill baby citizen.,78
961,1888,2023-10-21,40379,44546,BUSINESS,REJECTED,2023-11-18,19.5,Candidate agency conference on full.,3
962,550,2023-10-15,21847,36751,HOME,APPROVED,2023-11-11,22.92,,49
963,162,2024-07-19,13613,14770,CAR,PENDING,2024-08-12,18.6,,20
964,998,2021-05-27,45969,0,MEDICAL,PENDING,2021-06-05,17.91,,71
965,2372,2024-12-26,5419,5935,BUSINESS,CANCELLED,2025-01-13,16.36,Door artist stay should season argue member.,52
966,2777,2023-01-06,49077,0,BUSINESS,CANCELLED,2023-01-12,22.88,,74
967,2913,2025-08-12,22474,0,PERSONAL,REJECTED,2025-08-29,19.03,Usually TV almost spring pattern go southern green.,14
968,2728,2021-10-01,4099,14697,PERSONAL,PENDING,2021-10-04,6.42,,55
969,2461,2025-07-18,25138,48129,HOME,CANCELLED,2025-08-16,9.17,,76
970,1897,2025-10-03,26092,37620,CAR,REJECTED,2025-10-30,8.24,,60
971,1903,2024-09-19,44860,0,HOME,CANCELLED,2024-10-12,16.32,,4
972,1546,2024-12-09,42146,42766,BUSINESS,APPROVED,2024-12-31,20.97,,99
973,1953,2024-05-01,26708,7407,PERSONAL,REJECTED,2024-05-26,19.36,,88
974,813,2023-04-18,46863,20167,PERSONAL,APPROVED,2023-05-07,7.98,,94
975,2355,2025-04-25,25647,30313,BUSINESS,APPROVED,2025-05-13,19.09,,9
976,1911,2022-06-22,35292,29334,BUSINESS,CANCELLED,2022-07-16,6.32,Plan indicate lawyer early firm particular many material.,64
977,1235,2025-10-20,23476,20524,BUSINESS,PENDING,2025-10-25,8.0,,25
978,1132,2024-05-09,3786,33681,PERSONAL,PENDING,2024-05-20,19.38,,4
979,2510,2025-10-25,47657,24639,HOME,REJECTED,2025-11-09,12.16,,48
980,766,2023-11-04,35834,0,BUSINESS,REJECTED,2023-12-01,8.36,,32
981,2591,2025-04-11,27896,45453,CAR,REJECTED,2025-04-23,11.97,,91
982,1153,2025-07-31,2484,3213,MEDICAL,CANCELLED,2025-08-24,17.31,,22
983,1051,2023-08-16,12527,0,MEDICAL,CANCELLED,2023-08-21,15.8,,95
984,485,2025-04-10,42886,7225,MEDICAL,REJECTED,2025-05-04,17.9,,1
985,1088,2022-07-09,13522,49543,HOME,REJECTED,2022-07-18,24.5,Political continue others middle probably.,51
986,906,2022-09-15,14124,40132,EDUCATION,PENDING,2022-09-22,8.88,Full sell laugh story design.,34
987,2544,2024-07-03,46228,953,HOME,CANCELLED,2024-07-25,16.31,Conference fund imagine may laugh.,5
988,1888,2024-01-24,29569,21939,EDUCATION,REJECTED,2024-02-16,16.55,,4
989,2484,2025-04-14,28747,0,BUSINESS,APPROVED,2025-05-01,19.95,Build heavy issue rule quite.,73
990,498,2022-01-12,31879,0,CAR,REJECTED,2022-01-24,17.15,,27
991,2150,2025-02-05,12867,16302,PERSONAL,PENDING,2025-02-22,18.19,,90
992,2882,2025-08-08,14648,0,CAR,REJECTED,2025-09-02,13.5,,19
993,363,2024-06-23,4700,0,CAR,PENDING,2024-07-16,17.26,Top class stop we memory time exist.,60
994,2521,2025-05-21,35089,0,HOME,REJECTED,2025-06-07,11.61,,40
995,256,2025-08-28,24772,21679,HOME,PENDING,2025-09-07,11.85,Receive million find those.,99
996,552,2025-09-17,20566,0,MEDICAL,APPROVED,2025-10-04,10.02,,80
997,86,2025-04-04,5252,2413,EDUCATION,APPROVED,2025-04-05,17.2,Everyone major over speech month scientist.,85
998,2840,2025-02-11,15016,38796,CAR,APPROVED,2025-03-12,5.97,,20
999,1545,2024-06-06,37386,43726,HOME,PENDING,2024-06-19,21.4,,77
1000,225,2025-07-26,45570,21885,EDUCATION,APPROVED,2025-08-03,7.55,,39
1001,556,2023-07-11,22277,48429,CAR,CANCELLED,2023-07-24,14.51,Simply career everybody land bed room.,4
1002,1521,2023-12-24,42114,0,HOME,REJECTED,2023-12-29,14.17,,10
1003,2808,2022-05-05,47766,0,PERSONAL,REJECTED,2022-05-11,12.74,,77
1004,2670,2025-06-17,31146,39440,PERSONAL,CANCELLED,2025-06-30,11.24,,74
1005,1744,2025-06-20,45846,0,HOME,CANCELLED,2025-06-26,16.82,Heart foreign space four.,96
1006,491,2024-09-07,22530,38079,CAR,CANCELLED,2024-10-06,12.0,Born behavior some there meet free a.,25
1007,350,2025-08-20,32199,11875,PERSONAL,PENDING,2025-09-04,18.05,,13
1008,1290,2025-09-12,39329,27945,PERSONAL,REJECTED,2025-09-25,9.15,Born range threat.,80
1009,126,2025-07-23,11557,40523,EDUCATION,APPROVED,2025-07-30,7.55,,36
1010,2987,2025-06-03,14932,0,EDUCATION,PENDING,2025-06-30,24.22,,77
1011,2219,2024-07-11,12804,20520,MEDICAL,REJECTED,2024-07-13,23.08,,68
1012,92,2023-09-23,3651,0,PERSONAL,REJECTED,2023-10-07,20.03,,60
1013,1855,2025-06-02,8746,0,MEDICAL,PENDING,2025-06-15,22.13,,53
1014,1921,2025-07-14,35468,332,HOME,APPROVED,2025-07-25,24.86,,59
1015,2277,2022-02-16,46251,16765,HOME,APPROVED,2022-03-07,11.15,,62
1016,2984,2024-11-29,5247,23859,CAR,PENDING,2024-12-05,9.31,Worker case court country simple social.,70
1017,1269,2025-07-01,6508,0,CAR,APPROVED,2025-07-25,10.01,,86
1018,2795,2022-06-19,39649,10682,HOME,CANCELLED,2022-07-12,20.78,,49
1019,1687,2025-04-23,40997,13501,PERSONAL,REJECTED,2025-05-18,10.02,,22
1020,2445,2025-10-11,28383,9995,PERSONAL,APPROVED,2025-11-01,6.93,Tell around popular glass respond.,86
1021,205,2025-04-03,43466,23050,BUSINESS,APPROVED,2025-05-01,18.84,,99
1022,360,2023-12-08,33651,0,PERSONAL,APPROVED,2023-12-31,8.78,,90
1023,2157,2025-10-04,31287,36446,CAR,APPROVED,2025-10-10,13.13,,30
1024,2698,2024-02-21,1600,33876,EDUCATION,CANCELLED,2024-02-29,8.38,Agreement realize eat their.,55
1025,2057,2025-09-24,25369,14361,BUSINESS,REJECTED,2025-10-09,18.42,,20
1026,442,2023-12-06,34388,0,EDUCATION,REJECTED,2023-12-19,22.82,,93
1027,396,2024-12-18,23221,39192,BUSINESS,CANCELLED,2024-12-20,16.18,Mind lose simple friend gun necessary role.,59
1028,2650,2021-12-03,28875,3638,EDUCATION,REJECTED,2021-12-22,19.21,,40
1029,78,2025-05-09,2263,37159,HOME,APPROVED,2025-05-12,18.19,,100
1030,967,2025-11-02,36693,49301,EDUCATION,APPROVED,2025-12-02,8.02,,96
1031,789,2023-02-14,1354,0,EDUCATION,CANCELLED,2023-03-05,18.35,People soon into heavy give adult remain.,14
1032,2275,2025-10-29,39205,21848,CAR,PENDING,2025-11-12,22.79,,18
1033,2811,2025-09-28,27728,0,BUSINESS,REJECTED,2025-10-23,10.13,,52
1034,2648,2022-06-08,13393,30719,HOME,APPROVED,2022-06-16,11.57,,47
1035,2425,2025-07-23,23159,0,CAR,CANCELLED,2025-08-13,12.07,,40
1036,1207,2022-12-27,19100,13856,PERSONAL,PENDING,2023-01-06,20.78,Reality identify place learn nice I blue cover.,44
1037,2107,2025-08-17,30758,26633,EDUCATION,REJECTED,2025-09-13,8.3,,48
1038,811,2024-12-07,24414,412,MEDICAL,APPROVED,2024-12-27,23.85,Kitchen current this act future serious.,3
1039,970,2024-07-19,29859,46628,PERSONAL,CANCELLED,2024-08-15,12.06,,28
1040,2078,2024-04-07,25712,0,PERSONAL,PENDING,2024-04-10,17.56,Reach nature administration find woman act trouble increase.,96
1041,1342,2025-10-13,13390,49397,HOME,CANCELLED,2025-10-30,13.57,,19
1042,790,2023-11-19,39711,32366,BUSINESS,APPROVED,2023-12-06,18.69,,18
1043,1148,2025-03-29,15161,34134,CAR,PENDING,2025-04-18,18.47,,19
1044,530,2024-01-28,7653,0,MEDICAL,CANCELLED,2024-01-29,21.76,,85
1045,2747,2025-04-24,42212,10725,CAR,CANCELLED,2025-04-27,17.77,,30
1046,839,2021-12-12,46022,0,PERSONAL,REJECTED,2021-12-19,19.31,,75
1047,2587,2025-08-22,30541,13004,CAR,REJECTED,2025-09-08,17.24,,51
1048,361,2022-12-31,48762,953,HOME,REJECTED,2023-01-13,19.08,,11
1049,778,2021-11-16,45792,21308,HOME,APPROVED,2021-12-04,16.1,,86
1050,2811,2023-08-26,24432,8486,EDUCATION,APPROVED,2023-09-04,11.15,,99
1051,1360,2025-08-07,39234,23763,HOME,PENDING,2025-08-30,23.59,,92
1052,2252,2025-07-16,20664,34523,EDUCATION,REJECTED,2025-07-31,11.31,,21
1053,1248,2025-09-19,3373,0,CAR,REJECTED,2025-09-22,21.94,,63
1054,428,2025-05-04,1268,38808,EDUCATION,APPROVED,2025-05-10,5.42,Candidate campaign education organization team enjoy.,69
1055,1304,2022-11-17,12059,32255,PERSONAL,CANCELLED,2022-12-13,22.99,,4
1056,127,2025-02-03,12351,25391,EDUCATION,REJECTED,2025-02-19,16.49,,33
1057,561,2024-06-20,15208,12185,HOME,APPROVED,2024-07-20,16.42,,61
1058,1456,2023-03-17,23651,43904,HOME,CANCELLED,2023-03-28,13.27,,99
1059,34,2023-03-15,19405,3804,EDUCATION,REJECTED,2023-03-16,17.96,Hand station heavy close production strategy manager what.,62
1060,1501,2023-03-11,44485,0,MEDICAL,PENDING,2023-03-31,13.15,,92
1061,662,2025-02-09,34545,27256,PERSONAL,APPROVED,2025-03-11,9.88,,29
1062,2096,2025-05-08,27703,5032,PERSONAL,PENDING,2025-05-29,14.84,,98
1063,1715,2025-07-07,17819,27878,MEDICAL,CANCELLED,2025-08-02,7.39,,34
1064,781,2024-02-07,27043,0,CAR,APPROVED,2024-02-24,9.24,,48
1065,2025,2024-02-20,14804,8890,BUSINESS,PENDING,2024-03-02,18.37,,87
1066,2659,2025-10-09,1324,2539,BUSINESS,CANCELLED,2025-10-20,24.13,,62
1067,166,2025-05-10,40097,0,PERSONAL,PENDING,2025-05-11,9.16,Mission here writer audience.,49
1068,993,2023-08-18,42198,16982,EDUCATION,PENDING,2023-08-20,7.5,,77
1069,949,2025-01-15,21069,3348,HOME,APPROVED,2025-01-26,12.56,,80
1070,1856,2025-10-13,14366,0,HOME,APPROVED,2025-11-08,17.69,Manager away wonder draw establish cold bed.,2
1071,644,2024-09-14,3855,44447,PERSONAL,APPROVED,2024-10-14,9.52,,3
1072,2514,2023-01-27,20990,12423,HOME,PENDING,2023-02-06,24.54,,39
1073,2786,2023-04-15,14623,2452,MEDICAL,APPROVED,2023-05-11,20.44,Bed by learn culture institution natural teach child.,33
1074,475,2025-11-01,7324,14727,EDUCATION,PENDING,2025-11-25,11.54,,13
1075,1354,2025-04-02,32547,3202,HOME,PENDING,2025-04-28,11.42,,60
1076,768,2021-11-14,22640,46961,EDUCATION,REJECTED,2021-12-12,16.49,,22
1077,1469,2022-11-02,16667,11162,PERSONAL,PENDING,2022-12-01,5.23,,32
1078,14,2025-11-01,39675,11051,PERSONAL,APPROVED,2025-12-01,6.71,,58
1079,2909,2025-10-24,38097,0,EDUCATION,PENDING,2025-11-16,20.28,,55
1080,2853,2025-09-10,16415,0,BUSINESS,PENDING,2025-09-23,13.92,,75
1081,2572,2025-10-26,23504,0,HOME,REJECTED,2025-11-23,11.66,,39
1082,2166,2025-06-25,35358,9452,CAR,APPROVED,2025-07-06,22.06,,37
1083,124,2024-01-22,8625,16225,PERSONAL,CANCELLED,2024-02-08,20.37,,69
1084,241,2025-03-14,42475,0,PERSONAL,CANCELLED,2025-03-26,15.27,Local leader on.,67
1085,2118,2024-11-01,2937,11683,CAR,CANCELLED,2024-11-11,14.4,Mission toward small realize since.,43
1086,2606,2023-11-15,49210,29699,PERSONAL,REJECTED,2023-11-26,19.14,,7
1087,385,2024-12-16,24397,13019,CAR,CANCELLED,2024-12-28,15.06,,58
1088,102,2025-11-02,12500,0,MEDICAL,CANCELLED,2025-11-22,7.88,,70
1089,44,2025-10-12,37489,20123,HOME,REJECTED,2025-10-27,23.0,Film single system drug else manage.,35
1090,2017,2024-09-25,22199,8599,HOME,REJECTED,2024-10-24,12.82,Firm professional eight sit themselves.,50
1091,1137,2025-08-24,27982,8458,PERSONAL,APPROVED,2025-09-09,22.45,,61
1092,1441,2024-11-25,38001,5098,CAR,PENDING,2024-12-12,17.71,Democrat form respond environment old impact.,78
1093,1150,2025-10-17,30278,46752,MEDICAL,REJECTED,2025-11-14,5.21,Trip particularly wrong.,5
1094,2489,2023-10-02,27801,28135,MEDICAL,PENDING,2023-10-25,20.21,,28
1095,1536,2024-02-22,16146,0,PERSONAL,REJECTED,2024-02-28,18.53,Fall country seem medical you.,7
1096,2752,2024-08-15,17303,35571,CAR,CANCELLED,2024-08-19,21.22,,39
1097,1537,2022-08-12,13107,31480,BUSINESS,APPROVED,2022-08-17,20.61,,95
1098,1228,2025-07-26,32395,1894,EDUCATION,PENDING,2025-08-10,14.09,Force somebody skill say.,41
1099,1721,2024-11-09,26810,34212,CAR,APPROVED,2024-11-15,21.92,,3
1100,1919,2025-09-23,28738,46315,MEDICAL,PENDING,2025-10-09,20.1,Decade difference increase write news truth never.,13
1101,939,2024-04-17,2749,36028,EDUCATION,PENDING,2024-05-14,21.38,,17
1102,317,2025-10-12,44947,0,HOME,REJECTED,2025-10-20,15.04,Option agreement part speak heart under machine bed.,97
1103,2729,2025-05-28,26587,29392,MEDICAL,APPROVED,2025-06-21,15.48,Cover surface live simply tough wrong.,49
1104,2719,2024-10-04,15955,23880,CAR,CANCELLED,2024-10-19,23.02,Agree group democratic.,8
1105,1023,2025-07-29,30044,26975,CAR,REJECTED,2025-08-15,8.39,,20
1106,227,2025-05-23,13673,0,CAR,APPROVED,2025-06-13,14.83,,96
1107,189,2025-08-16,29629,0,BUSINESS,PENDING,2025-08-25,5.52,,71
1108,1606,2024-12-11,27672,5102,CAR,REJECTED,2025-01-08,7.9,,27
1109,593,2024-05-21,5255,0,HOME,PENDING,2024-05-31,8.35,History safe eight.,87
1110,9,2024-08-14,18837,38045,MEDICAL,PENDING,2024-09-05,18.08,Interest after challenge wear always.,22
1111,1177,2025-10-29,31472,0,BUSINESS,REJECTED,2025-11-15,24.44,,78
1112,1597,2023-06-14,7782,22195,EDUCATION,CANCELLED,2023-07-05,13.55,,41
1113,1275,2023-07-01,36681,27426,CAR,PENDING,2023-07-10,16.66,Where ago together notice free throughout bill.,91
1114,2957,2023-11-30,34143,0,BUSINESS,PENDING,2023-12-21,11.43,Front card eight skill sense reveal.,78
1115,1214,2025-08-21,48433,2476,MEDICAL,PENDING,2025-09-18,19.1,Start Democrat easy society black.,35
1116,2064,2021-10-17,6252,0,PERSONAL,REJECTED,2021-10-22,21.07,Several situation system mission.,17
1117,1767,2024-01-15,4932,0,HOME,REJECTED,2024-01-17,18.78,,27
1118,1317,2024-06-25,8025,0,CAR,PENDING,2024-07-02,18.23,Six goal city new court make health.,36
1119,762,2025-06-25,28800,8286,HOME,CANCELLED,2025-07-22,16.44,Meeting against war care best.,26
1120,288,2025-07-05,4720,44890,EDUCATION,PENDING,2025-07-16,17.28,,63
1121,2999,2022-03-02,42436,35674,CAR,PENDING,2022-03-11,9.56,,20
1122,2236,2025-02-25,35100,41723,CAR,PENDING,2025-03-08,5.79,Body black west left western.,64
1123,2436,2024-10-16,10897,0,BUSINESS,REJECTED,2024-10-23,12.5,Side soldier speak true attention.,58
1124,2159,2024-08-15,31252,12483,PERSONAL,PENDING,2024-09-14,17.58,,87
1125,1655,2023-08-15,25541,40312,BUSINESS,APPROVED,2023-08-19,15.2,,70
1126,1594,2025-09-24,42851,47926,HOME,REJECTED,2025-10-20,8.45,,48
1127,1875,2022-06-26,16085,0,MEDICAL,REJECTED,2022-07-23,6.35,,17
1128,1542,2023-08-21,5005,0,HOME,PENDING,2023-09-08,7.87,Phone act civil really shake stuff.,18
1129,179,2025-03-17,23231,34616,HOME,APPROVED,2025-04-03,23.49,,55
1130,607,2025-08-26,35450,19661,MEDICAL,PENDING,2025-09-16,13.38,Party type believe indeed part me by.,7
1131,1331,2025-06-02,38431,2669,BUSINESS,REJECTED,2025-06-28,17.43,,90
1132,1709,2024-11-06,31685,15752,HOME,PENDING,2024-12-03,6.67,,43
1133,2203,2025-07-30,20975,0,PERSONAL,PENDING,2025-08-27,5.45,,35
1134,473,2025-05-18,14913,37402,EDUCATION,REJECTED,2025-05-31,20.01,Care easy account pay participant save.,31
1135,1794,2025-09-15,3028,0,MEDICAL,APPROVED,2025-10-02,14.26,,70
1136,1407,2022-05-18,24855,21127,BUSINESS,PENDING,2022-06-08,19.58,Local stand grow structure policy.,17
1137,558,2025-04-14,10512,0,CAR,APPROVED,2025-05-12,11.64,,24
1138,83,2024-09-15,33183,7830,EDUCATION,CANCELLED,2024-09-30,21.37,,29
1139,471,2023-01-05,40040,8045,EDUCATION,CANCELLED,2023-01-08,9.29,,12
1140,162,2025-08-29,8761,9744,PERSONAL,PENDING,2025-09-22,24.27,Floor break yard.,58
1141,1727,2023-06-30,31958,43769,BUSINESS,CANCELLED,2023-07-11,8.11,,46
1142,676,2021-09-06,43352,6144,PERSONAL,CANCELLED,2021-09-12,9.08,,91
1143,1255,2024-07-22,39412,48418,PERSONAL,APPROVED,2024-08-15,13.62,Weight small machine Mrs whether cost choice woman.,50
1144,910,2023-07-31,24279,25540,MEDICAL,PENDING,2023-08-29,16.53,,13
1145,2875,2025-11-02,2078,0,MEDICAL,CANCELLED,2025-11-14,5.45,,15
1146,225,2025-01-10,43808,26619,HOME,REJECTED,2025-01-26,8.99,,19
1147,2581,2025-08-08,3673,431,PERSONAL,PENDING,2025-08-28,21.47,,84
1148,1012,2025-11-01,1825,0,EDUCATION,PENDING,2025-11-28,22.73,,99
1149,840,2025-05-12,11433,0,HOME,PENDING,2025-06-07,11.38,,54
1150,1945,2022-11-11,44865,1244,MEDICAL,PENDING,2022-12-07,18.73,Different instead however operation day life.,80
1151,256,2025-10-23,27146,0,EDUCATION,CANCELLED,2025-11-07,17.0,,44
1152,2467,2025-09-30,24834,9308,PERSONAL,PENDING,2025-10-17,10.84,,90
1153,1832,2024-07-16,33522,47647,CAR,PENDING,2024-08-10,16.46,Spend glass decade between stop reality attention.,96
1154,307,2022-10-27,38872,0,MEDICAL,PENDING,2022-11-12,6.73,There former or can first hold data respond.,16
1155,1865,2022-08-10,46358,0,MEDICAL,PENDING,2022-08-26,15.91,,57
1156,103,2025-08-21,14645,42715,EDUCATION,PENDING,2025-08-25,9.35,,79
1157,1431,2024-09-18,19279,0,BUSINESS,REJECTED,2024-10-08,22.14,,89
1158,1060,2025-09-03,36244,46255,PERSONAL,REJECTED,2025-09-25,24.9,Create consumer sea heart conference simply.,73
1159,1201,2025-02-27,30814,26525,CAR,PENDING,2025-03-06,5.47,,54
1160,564,2025-08-18,10423,0,CAR,APPROVED,2025-09-14,18.6,,17
1161,843,2025-03-06,36646,43841,PERSONAL,REJECTED,2025-03-15,21.86,,2
1162,2693,2023-10-13,36427,48488,BUSINESS,CANCELLED,2023-10-29,11.44,,69
1163,2173,2023-05-14,14219,0,BUSINESS,APPROVED,2023-05-20,21.58,,35
1164,1291,2025-10-30,24433,0,EDUCATION,REJECTED,2025-11-06,14.35,,12
1165,372,2025-10-22,23119,46080,CAR,PENDING,2025-11-14,15.13,,47
1166,2188,2023-03-20,19065,18315,HOME,APPROVED,2023-03-24,9.58,,7
1167,1057,2024-10-31,15415,35171,PERSONAL,APPROVED,2024-11-02,11.35,,34
1168,1171,2021-12-01,32408,25000,MEDICAL,APPROVED,2021-12-16,6.41,,78
1169,856,2025-02-11,17917,0,BUSINESS,REJECTED,2025-03-12,16.73,,3
1170,1785,2024-12-06,12374,0,EDUCATION,REJECTED,2025-01-05,13.51,,87
1171,1376,2023-05-19,36732,30062,PERSONAL,CANCELLED,2023-05-30,6.83,,2
1172,2658,2025-06-01,40336,2383,HOME,CANCELLED,2025-06-14,23.24,Owner prove third weight its finally fish.,59
1173,1174,2024-02-05,22320,24806,HOME,CANCELLED,2024-02-22,9.53,,4
1174,858,2025-10-12,13975,12312,PERSONAL,REJECTED,2025-10-30,7.79,,89
1175,473,2025-05-02,17437,0,PERSONAL,CANCELLED,2025-05-12,13.63,,10
1176,2240,2025-09-16,37121,14696,CAR,APPROVED,2025-09-20,13.58,,91
1177,184,2023-01-26,30824,0,HOME,CANCELLED,2023-02-08,11.49,,87
1178,2780,2023-11-08,34115,0,MEDICAL,REJECTED,2023-11-25,13.36,,5
1179,1759,2024-12-15,35919,19355,CAR,APPROVED,2025-01-07,23.67,,15
1180,1078,2024-05-14,31282,0,PERSONAL,PENDING,2024-05-19,19.08,,58
1181,1296,2025-09-16,16694,10860,BUSINESS,CANCELLED,2025-09-27,12.02,Dog last picture page approach doctor charge.,8
1182,2257,2023-08-28,11016,961,BUSINESS,APPROVED,2023-09-19,15.61,,11
1183,818,2023-02-05,7820,20883,EDUCATION,CANCELLED,2023-02-15,7.53,,36
1184,566,2025-02-19,41115,19395,BUSINESS,PENDING,2025-03-04,5.19,Measure ball light could specific worker late.,97
1185,2974,2023-01-27,43625,39549,PERSONAL,PENDING,2023-02-18,9.89,,24
1186,205,2025-07-14,3989,4626,BUSINESS,REJECTED,2025-08-11,11.19,,59
1187,1070,2021-08-29,39456,12633,EDUCATION,CANCELLED,2021-09-09,13.46,Matter serve part feel huge general whatever.,56
1188,1523,2025-05-13,2144,30903,EDUCATION,REJECTED,2025-06-03,8.03,Across space begin later itself.,79
1189,535,2023-05-08,42248,0,BUSINESS,REJECTED,2023-05-13,23.64,,52
1190,984,2024-02-21,2685,0,MEDICAL,PENDING,2024-03-01,23.15,,45
1191,1426,2025-06-14,19465,0,CAR,PENDING,2025-06-28,24.38,Expect always never policy he ahead.,98
1192,649,2023-12-09,45172,45707,EDUCATION,APPROVED,2024-01-08,18.74,,46
1193,1940,2023-07-28,39597,29277,MEDICAL,CANCELLED,2023-08-08,11.53,Name bill west fear about majority.,25
1194,1825,2021-09-15,20769,6588,PERSONAL,PENDING,2021-09-19,22.53,Family environment value spend quality.,90
1195,1131,2025-04-02,34682,0,EDUCATION,PENDING,2025-04-07,5.19,,76
1196,1413,2024-04-18,8205,9293,PERSONAL,APPROVED,2024-04-20,12.11,,10
1197,1068,2024-09-23,45413,119,EDUCATION,PENDING,2024-10-10,12.69,,21
1198,1261,2023-03-30,28403,46636,CAR,CANCELLED,2023-04-03,22.13,,67
